brand,category,coupon,features,id,image,name,price,size,uomSalePrice,type,simple_type
66,H-E-B,Dairy & Eggs/Milk,0.0,"['  GO LOCAL', '  SELECT INGREDIENTS']",325151,https://images.heb.com/is/image/HEBGrocery/prd-small/h-e-b-chocolate-milk-000325151.jpg,"H‑E‑B Chocolate Milk, 1 qt",1.52, 1 qt,($0.05/oz), Chocolate Milk, Chocolate Milk
67,Lactaid,Dairy & Eggs/Milk,0.0,"['  VEGETARIAN', '  KOSHER', '  GLUTEN FREE VERIFIED']",1352535,https://images.heb.com/is/image/HEBGrocery/prd-small/lactaid-whole-milk-001352535.jpg,"Lactaid Whole Milk, 96 oz",5.63, 96 oz,($0.06/oz), Whole Milk, Whole Milk
68,Promised Land,Dairy & Eggs/Milk,1.0,"['  VEGETARIAN', '  KOSHER']",908699,https://images.heb.com/is/image/HEBGrocery/prd-small/promised-land-midnight-chocolate-whole-milk-000908699.jpg,"Promised Land Midnight Chocolate Whole Milk, 52 oz",4.41, 52 oz,($0.09/oz), Midnight Chocolate Whole Milk, Midnight Chocolate Whole Milk
69,Horizon Organic,Dairy & Eggs/Milk,0.0,"['  VEGETARIAN', '  KOSHER', '  ORGANIC']",1049911,https://images.heb.com/is/image/HEBGrocery/prd-small/horizon-organic-dha-omega-3-whole-milk-001049911.jpg,"Horizon Organic DHA Omega-3 Whole Milk, 1/2 gal",4.59, 1/2 gal,($0.08/oz), DHA Omega-3 Whole Milk, DHA Omega-3 Whole Milk
70,H-E-B,Dairy & Eggs/Milk,0.0,"['  GO LOCAL', '  SELECT INGREDIENTS']",1280424,https://images.heb.com/is/image/HEBGrocery/prd-small/h-e-b-select-ingredients-lactose-free-1-low-fat-milk-001280424.jpg,"H‑E‑B Select Ingredients Lactose Free 1% Low Fat Milk, 1/2 gal",2.96, 1/2 gal,($0.05/oz), Select Ingredients Lactose Free 1% Low Fat Milk, Select Ingredients Lactose Free 1% Low Fat Milk
71,Borden,Dairy & Eggs/Milk,0.0,"['  VEGETARIAN', '  KOSHER', '  GO LOCAL']",1720526,https://images.heb.com/is/image/HEBGrocery/prd-small/borden-whole-milk-001720526.jpg,"Borden Whole Milk, 1/2 gal",3.58, 1/2 gal,($0.06/oz), Whole Milk, Whole Milk
72,Fairlife,Dairy & Eggs/Milk,0.0,"['  KOSHER', '  VEGETARIAN']",1838036,https://images.heb.com/is/image/HEBGrocery/prd-small/fairlife-whole-milk-001838036.jpg,"Fairlife Whole Milk, 52 oz",3.28, 52 oz,($0.07/oz), Whole Milk, Whole Milk
73,Borden,Dairy & Eggs/Milk,0.0,"['  KOSHER', '  VEGETARIAN', '  GO LOCAL']",1720550,https://images.heb.com/is/image/HEBGrocery/prd-small/borden-dutch-chocolate-milk-001720550.jpg,"Borden Dutch Chocolate Milk, 1/2 gal",3.58, 1/2 gal,($0.06/oz), Dutch Chocolate Milk, Dutch Chocolate Milk
74,Fairlife,Dairy & Eggs/Milk,0.0,"['  VEGETARIAN', '  HEART HEALTHY', '  LOW SODIUM', '  KOSHER']",1838033,https://images.heb.com/is/image/HEBGrocery/prd-small/fairlife-fat-free-milk-001838033.jpg,"Fairlife Fat Free Milk, 52 oz",3.28, 52 oz,($0.07/oz), Fat Free Milk, Fat Free Milk
75,Lactaid,Dairy & Eggs/Milk,0.0,"['  LOW SODIUM', '  KOSHER', '  GLUTEN FREE VERIFIED', '  VEGETARIAN']",477005,https://images.heb.com/is/image/HEBGrocery/prd-small/lactaid-100-lactose-free-calcium-enriched-2-reduced-fat-milk-000477005.jpg,"Lactaid 100% Lactose Free Calcium Enriched 2% Reduced Fat Milk, 1/2 gal",4.0, 1/2 gal,($0.07/oz), 100% Lactose Free Calcium Enriched 2% Reduced Fat Milk, 100% Lactose Free Calcium Enriched 2% Reduced Fat Milk
76,Horizon Organic,Dairy & Eggs/Milk,0.0,"['  LOW SODIUM', '  KOSHER', '  VEGETARIAN', '  ORGANIC']",1049912,https://images.heb.com/is/image/HEBGrocery/prd-small/horizon-organic-2-reduced-fat-milk-plus-nbsp-dha-nbsp-omega-3-001049912.jpg,"Horizon Organic 2% Reduced Fat Milk Plus DHA Omega-3, 1/2 gal",4.59, 1/2 gal,($0.08/oz), 2% Reduced Fat Milk Plus DHA Omega-3, 2% Reduced Fat Milk Plus DHA Omega-3
77,Borden,Dairy & Eggs/Milk,0.0,"['  KOSHER', '  GO LOCAL']",1721056,https://images.heb.com/is/image/HEBGrocery/prd-small/borden-dutch-chocolate-milk-001721056.jpg,"Borden Dutch Chocolate Milk, 1 pt",1.52, 1 pt,($0.10/oz), Dutch Chocolate Milk, Dutch Chocolate Milk
78,Silk,Dairy & Eggs/Milk,0.0,"['  KOSHER', '  LESS THAN 5G NET CARBS', '  GLUTEN FREE VERIFIED']",2060976,https://images.heb.com/is/image/HEBGrocery/prd-small/silk-original-protein-nut-milk-002060976.jpg,"Silk Original Protein Nut Milk, 1/2 gal",2.86, 1/2 gal,($0.05/oz), Original Protein Nut Milk, Original Protein Nut Milk
79,Goya,Dairy & Eggs/Milk,0.0,"['  LESS THAN 5G NET CARBS', '  VEGAN', '  VEGETARIAN']",128871,https://images.heb.com/is/image/HEBGrocery/prd-small/goya-coconut-milk-000128871.jpg,"Goya Coconut Milk, 13.5 oz",1.68, 13.5 oz,($0.13/oz), Coconut Milk, Coconut Milk
80,Polar,Dairy & Eggs/Milk,0.0,,1187205,https://images.heb.com/is/image/HEBGrocery/prd-small/polar-premium-coconut-milk-001187205.jpg,"Polar Premium Coconut Milk, 13.5 oz",2.05, 13.5 oz,($0.16/oz), Premium Coconut Milk, Premium Coconut Milk
81,Promised Land,Dairy & Eggs/Milk,0.0,"['  KOSHER', '  VEGETARIAN']",1047699,https://images.heb.com/is/image/HEBGrocery/prd-small/promised-land-midnight-chocolate-whole-milk-001047699.jpg,"Promised Land Midnight Chocolate Whole Milk, 12 oz",1.63, 12 oz,($0.14/oz), Midnight Chocolate Whole Milk, Midnight Chocolate Whole Milk
82,H-E-B,Dairy & Eggs/Milk,0.0,"['  GO LOCAL', '  SELECT INGREDIENTS']",513984,https://images.heb.com/is/image/HEBGrocery/prd-small/h-e-b-chocolate-1-low-fat-milk-000513984.jpg,"H‑E‑B Chocolate 1% Low Fat Milk, 1 qt",1.52, 1 qt,($0.05/oz), Chocolate 1% Low Fat Milk, Chocolate 1% Low Fat Milk
83,H-E-B,Dairy & Eggs/Milk,0.0,"['  CARB AWARE', '  LOW SATURATED FAT', '  GO LOCAL', '  SELECT INGREDIENTS']",629652,https://images.heb.com/is/image/HEBGrocery/prd-small/h-e-b-select-ingredients-lactose-free-fat-free-milk-000629652.jpg,"H‑E‑B Select Ingredients Lactose Free Fat Free Milk, 1/2 gal",2.96, 1/2 gal,($0.05/oz), Select Ingredients Lactose Free Fat Free Milk, Select Ingredients Lactose Free Fat Free Milk
84,Silk,Dairy & Eggs/Milk,0.0,"['  LESS THAN 5G NET CARBS', '  KOSHER', '  LOW SODIUM', '  SUGAR FREE', '  GLUTEN FREE VERIFIED']",1754969,https://images.heb.com/is/image/HEBGrocery/prd-small/silk-unsweetened-coconut-milk-001754969.jpg,"Silk Unsweetened Coconut Milk, 1/2 gal",2.86, 1/2 gal,($0.05/oz), Unsweetened Coconut Milk, Unsweetened Coconut Milk
85,Silk,Dairy & Eggs/Milk,0.0,"['  SUGAR FREE', '  LESS THAN 5G NET CARBS', '  LOW SODIUM', '  KOSHER', '  GLUTEN FREE VERIFIED']",1739255,https://images.heb.com/is/image/HEBGrocery/prd-small/silk-unsweetened-almond-coconut-blend-001739255.jpg,"Silk Unsweetened Almond Coconut Blend, 1/2 gal",2.86,,($0.05/oz), Unsweetened Almond Coconut Blend, Unsweetened Almond Coconut Blend
86,H-E-B,Dairy & Eggs/Milk,0.0,"['  CARB AWARE', '  LOW SATURATED FAT', '  GO LOCAL', '  SELECT INGREDIENTS']",519749,https://images.heb.com/is/image/HEBGrocery/prd-small/h-e-b-select-ingredients-fat-free-milk-000519749.jpg,"H‑E‑B Select Ingredients Fat Free Milk, 1 qt",1.32, 1 qt,($0.05/oz), Select Ingredients Fat Free Milk, Select Ingredients Fat Free Milk
87,Silk,Dairy & Eggs/Milk,0.0,"['  HEART HEALTHY', '  KOSHER', '  GLUTEN FREE VERIFIED']",2164776,https://images.heb.com/is/image/HEBGrocery/prd-small/silk-chocolate-protein-nut-milk-002164776.jpg,"Silk Chocolate Protein Nut Milk, 1/2 gal",2.86, 1/2 gal,($0.05/oz), Chocolate Protein Nut Milk, Chocolate Protein Nut Milk
88,H-E-B,Dairy & Eggs/Milk,0.0,['  ORGANIC'],2297034,https://images.heb.com/is/image/HEBGrocery/prd-small/h-e-b-organics-lactose-free-whole-milk-002297034.jpg,"H‑E‑B Organics Lactose Free Whole Milk, 1/2 gal",3.58, 1/2 gal,($0.06/oz), Organics Lactose Free Whole Milk, Organics Lactose Free Whole Milk
89,Borden,Dairy & Eggs/Milk,0.0,,1569233,https://images.heb.com/is/image/HEBGrocery/prd-small/borden-strawberry-whole-milk-001569233.jpg,"Borden Strawberry Whole Milk, 1 pt",1.52, 1 pt,($0.10/oz), Strawberry Whole Milk, Strawberry Whole Milk
90,Nesquik,Dairy & Eggs/Milk,0.0,"['  LOW SODIUM', '  KOSHER', '  GLUTEN FREE VERIFIED']",314164,https://images.heb.com/is/image/HEBGrocery/prd-small/nesquik-low-fat-strawberry-milk-000314164.jpg,"Nesquik Low Fat Strawberry Milk, 14 oz",1.4, 14 oz,($0.10/oz), Low Fat Strawberry Milk, Low Fat Strawberry Milk
91,Thai Kitchen,Dairy & Eggs/Milk,0.0,"['  LESS THAN 5G NET CARBS', '  VEGETARIAN', '  VEGAN', '  GLUTEN FREE VERIFIED', '  ORGANIC']",740626,https://images.heb.com/is/image/HEBGrocery/prd-small/thai-kitchen-organic-unsweetened-coconut-milk-000740626.jpg,"Thai Kitchen Organic Unsweetened Coconut Milk, 13.66 oz",2.46, 13.66 oz,($0.19/oz), Organic Unsweetened Coconut Milk, Organic Unsweetened Coconut Milk
92,So Delicious,Dairy & Eggs/Milk,0.0,"['  KOSHER', '  LOW SODIUM', '  VEGETARIAN', '  LESS THAN 5G NET CARBS', '  GLUTEN FREE VERIFIED', '  VEGAN', '  ORGANIC']",1283229,https://images.heb.com/is/image/HEBGrocery/prd-small/so-delicious-dairy-free-unsweetened-coconut-milk-nbsp--001283229.jpg,"So Delicious Dairy Free Unsweetened Coconut Milk , 1/2 gal",3.28, 1/2 gal,($0.06/oz), Dairy Free Unsweetened Coconut Milk , Dairy Free Unsweetened Coconut Milk 
93,H-E-B,Dairy & Eggs/Milk,0.0,"['  GO LOCAL', ' Primo Pick']",1662814,https://images.heb.com/is/image/HEBGrocery/prd-small/h-e-b-mootopia-lactose-free-chocolate-2-reduced-fat-milk-001662814.jpg,"H‑E‑B MooTopia Lactose Free Chocolate 2% Reduced Fat Milk, 1 pt",1.39, 1 pt,($0.09/oz), MooTopia Lactose Free Chocolate 2% Reduced Fat Milk, MooTopia Lactose Free Chocolate 2% Reduced Fat Milk
94,Silk,Dairy & Eggs/Milk,0.0,"['  KOSHER', '  LOW SODIUM', '  GLUTEN FREE VERIFIED']",1445370,https://images.heb.com/is/image/HEBGrocery/prd-small/silk-original-coconut-milk-001445370.jpg,"Silk Original Coconut Milk, 1/2 gal",2.86, 1/2 gal,($0.05/oz), Original Coconut Milk, Original Coconut Milk
95,H-E-B,Dairy & Eggs/Milk,0.0,"['  CARB AWARE', '  LOW SATURATED FAT', '  SELECT INGREDIENTS']",1280423,https://images.heb.com/is/image/HEBGrocery/prd-small/h-e-b-select-ingredients-lactose-free-fat-free-milk-001280423.jpg,"H‑E‑B Select Ingredients Lactose Free Fat Free Milk, 1/2 gal",2.96, 1/2 gal,($0.05/oz), Select Ingredients Lactose Free Fat Free Milk, Select Ingredients Lactose Free Fat Free Milk
96,A Taste of Thai,Dairy & Eggs/Milk,0.0,"['  LESS THAN 5G NET CARBS', '  VEGETARIAN', '  GLUTEN FREE VERIFIED', '  VEGAN']",159901,https://images.heb.com/is/image/HEBGrocery/prd-small/a-taste-of-thai-unsweetened-coconut-milk-000159901.jpg,"A Taste of Thai Unsweetened Coconut Milk, 13.5 oz",1.99, 13.5 oz,($0.15/oz), Unsweetened Coconut Milk, Unsweetened Coconut Milk
97,Nesquik,Dairy & Eggs/Milk,0.0,"['  KOSHER', '  GLUTEN FREE VERIFIED']",314162,https://images.heb.com/is/image/HEBGrocery/prd-small/nesquik-low-fat-chocolate-milk-000314162.jpg,"Nesquik Low Fat Chocolate Milk, 14 oz",1.4, 14 oz,($0.10/oz), Low Fat Chocolate Milk, Low Fat Chocolate Milk
98,Lactaid,Dairy & Eggs/Milk,0.0,"['  VEGETARIAN', '  LOW SODIUM', '  HEART HEALTHY', '  KOSHER', '  GLUTEN FREE VERIFIED']",1135297,https://images.heb.com/is/image/HEBGrocery/prd-small/lactaid-fat-free-milk-001135297.jpg,"Lactaid Fat Free Milk, 96 oz",5.63, 96 oz,($0.06/oz), Fat Free Milk, Fat Free Milk
99,Yoo-hoo,Dairy & Eggs/Milk,0.0,"['  KOSHER', '  LOW SODIUM', '  GLUTEN FREE VERIFIED']",173911,https://images.heb.com/is/image/HEBGrocery/prd-small/yoo-hoo-chocolate-drink-000173911.jpg,"Yoo-hoo Chocolate Drink, 10 pk",3.07,,($0.05/oz), Chocolate Drink, Chocolate Drink
100,Promised Land,Dairy & Eggs/Milk,0.0,,2460516,https://images.heb.com/is/image/HEBGrocery/prd-small/promised-land-very-berry-strawberry-whole-milk-002460516.jpg,"Promised Land Very Berry Strawberry Whole Milk, 12 oz",1.63, 12 oz,($0.14/oz), Very Berry Strawberry Whole Milk, Very Berry Strawberry Whole Milk
101,Meyenberg,Dairy & Eggs/Milk,0.0,"['  KOSHER', '  LOW SODIUM', '  VEGETARIAN', '  GLUTEN FREE VERIFIED']",1414619,https://images.heb.com/is/image/HEBGrocery/prd-small/meyenberg-goat-milk-001414619.jpg,"Meyenberg Goat Milk, 1/2 gal",8.22, 1/2 gal,($0.13/oz), Goat Milk, Goat Milk
102,a2 Milk,Dairy & Eggs/Milk,0.0,"['  LOW SODIUM', '  VEGETARIAN', '  KOSHER']",2297541,https://images.heb.com/is/image/HEBGrocery/prd-small/a2-milk-2-reduced-fat-milk-002297541.jpg,"a2 Milk 2% Reduced Fat Milk, 59 oz",4.41, 59 oz,($0.08/oz), 2% Reduced Fat Milk, 2% Reduced Fat Milk
103,Promised Land,Dairy & Eggs/Milk,1.0,"['  KOSHER', '  VEGETARIAN']",2403009,https://images.heb.com/is/image/HEBGrocery/prd-small/promised-land-midnight-chocolate-2-reduced-fat-milk-002403009.jpg,"Promised Land Midnight Chocolate 2% Reduced Fat Milk, 52 oz",4.41, 52 oz,($0.09/oz), Midnight Chocolate 2% Reduced Fat Milk, Midnight Chocolate 2% Reduced Fat Milk
104,So Delicious,Dairy & Eggs/Milk,0.0,"['  LOW SODIUM', '  KOSHER', '  LESS THAN 5G NET CARBS', '  GLUTEN FREE VERIFIED', '  VEGAN', '  ORGANIC', '  VEGETARIAN']",1636349,https://images.heb.com/is/image/HEBGrocery/prd-small/so-delicious-dairy-free-unsweetened-vanilla-coconut-milk-beverage-001636349.jpg,"So Delicious Dairy Free Unsweetened Vanilla Coconut Milk Beverage, 1/2 gal",3.28, 1/2 gal,($0.06/oz), Dairy Free Unsweetened Vanilla Coconut Milk Beverage, Dairy Free Unsweetened Vanilla Coconut Milk Beverage
105,Promised Land,Dairy & Eggs/Milk,0.0,"['  KOSHER', '  VEGETARIAN']",1047700,https://images.heb.com/is/image/HEBGrocery/prd-small/promised-land-midnight-chocolate-2-reduced-fat-milk-001047700.jpg,"Promised Land Midnight Chocolate 2% Reduced Fat Milk, 12 oz",1.63, 12 oz,($0.14/oz), Midnight Chocolate 2% Reduced Fat Milk, Midnight Chocolate 2% Reduced Fat Milk
106,Horizon Organic,Dairy & Eggs/Milk,0.0,"['  VEGETARIAN', '  LOW SODIUM', '  KOSHER', '  ORGANIC', '  GO LOCAL']",946514,https://images.heb.com/is/image/HEBGrocery/prd-small/horizon-organic-1-lowfat-milk-000946514.jpg,"Horizon Organic 1% Lowfat Milk, 1/2 gal",4.0, 1/2 gal,($0.07/oz), 1% Lowfat Milk, 1% Lowfat Milk
107,Horizon Organic,Dairy & Eggs/Milk,0.0,"['  KOSHER', '  LOW SODIUM', '  VEGETARIAN', '  ORGANIC']",1140679,https://images.heb.com/is/image/HEBGrocery/prd-small/horizon-organic-lactose-free-2-reduced-fat-milk-001140679.jpg,"Horizon Organic Lactose Free 2% Reduced Fat Milk, 1/2 gal",4.0, 1/2 gal,($0.07/oz), Lactose Free 2% Reduced Fat Milk, Lactose Free 2% Reduced Fat Milk
108,H-E-B,Dairy & Eggs/Milk,0.0,"['  CARB AWARE', '  LOW SATURATED FAT', '  GO LOCAL', '  SELECT INGREDIENTS', ' Primo Pick']",1541678,https://images.heb.com/is/image/HEBGrocery/prd-small/h-e-b-select-ingredients-mootopia-lactose-free-fat-free-milk-001541678.jpg,"H‑E‑B Select Ingredients MooTopia Lactose Free Fat Free Milk, 1 qt",2.45, 1 qt,($0.08/oz), Select Ingredients MooTopia Lactose Free Fat Free Milk, Select Ingredients MooTopia Lactose Free Fat Free Milk
109,Polar,Dairy & Eggs/Milk,0.0,"['  LESS THAN 5G NET CARBS', '  VEGAN', '  VEGETARIAN']",1293445,https://images.heb.com/is/image/HEBGrocery/prd-small/polar-premium-lite-coconut-milk-001293445.jpg,"Polar Premium Lite Coconut Milk, 13.5 oz",1.71, 13.5 oz,($0.13/oz), Premium Lite Coconut Milk, Premium Lite Coconut Milk
110,Borden,Dairy & Eggs/Milk,0.0,"['  VEGETARIAN', '  KOSHER', '  GO LOCAL']",1720547,https://images.heb.com/is/image/HEBGrocery/prd-small/borden-plus-hi-protein-2-milk-001720547.jpg,"Borden Plus Hi Protein 2% Milk, 1 gal",4.41, 1 gal,($0.04/oz), Plus Hi Protein 2% Milk, Plus Hi Protein 2% Milk
111,So Delicious,Dairy & Eggs/Milk,0.0,"['  VEGETARIAN', '  LOW SODIUM', '  KOSHER', '  VEGAN', '  ORGANIC', '  GLUTEN FREE VERIFIED']",1283228,https://images.heb.com/is/image/HEBGrocery/prd-small/so-delicious-dairy-free-original-coconut-milk-001283228.jpg,"So Delicious Dairy Free Original Coconut Milk, 1/2 gal",3.28, 1/2 gal,($0.06/oz), Dairy Free Original Coconut Milk, Dairy Free Original Coconut Milk
112,Promised Land,Dairy & Eggs/Milk,0.0,"['  VEGETARIAN', '  KOSHER']",364061,https://images.heb.com/is/image/HEBGrocery/prd-small/promised-land-whole-milk-000364061.jpg,"Promised Land Whole Milk, 28 oz",3.07, 28 oz,($0.11/oz), Whole Milk, Whole Milk
113,Horizon Organic,Dairy & Eggs/Milk,0.0,"['  VEGETARIAN', '  ORGANIC', '  KOSHER']",714828,https://images.heb.com/is/image/HEBGrocery/prd-small/horizon-organic-dha-omega-3-chocolate-1-lowfat-milk-000714828.jpg,"Horizon Organic DHA Omega-3 Chocolate 1% Lowfat Milk, 1/2 gal",4.59, 1/2 gal,($0.08/oz), DHA Omega-3 Chocolate 1% Lowfat Milk, DHA Omega-3 Chocolate 1% Lowfat Milk
114,Rice Dream,Dairy & Eggs/Milk,0.0,"['  VEGETARIAN', '  HEART HEALTHY', '  LOW SODIUM', '  KOSHER', '  VEGAN', '  GLUTEN FREE VERIFIED']",1354637,https://images.heb.com/is/image/HEBGrocery/prd-small/rice-dream-original-rice-drink-001354637.jpg,"Rice Dream Original Rice Drink, 1/2 gal",3.48,,($0.06/oz), Original Rice Drink, Original Rice Drink
115,Good Karma,Dairy & Eggs/Milk,0.0,"['  VEGAN', '  LESS THAN 5G NET CARBS', '  LOW SODIUM', '  HEART HEALTHY', '  KOSHER', '  GLUTEN FREE VERIFIED', '  SUGAR FREE', '  VEGETARIAN']",1734767,https://images.heb.com/is/image/HEBGrocery/prd-small/good-karma-unsweetened-protein-flax-milk-001734767.jpg,"Good Karma Unsweetened + Protein Flax Milk, 1/2 gal",4.41, 1/2 gal,($0.07/oz), Unsweetened + Protein Flax Milk, Unsweetened + Protein Flax Milk
116,Horizon Organic,Dairy & Eggs/Milk,0.0,"['  VEGETARIAN', '  KOSHER', '  ORGANIC']",1943538,https://images.heb.com/is/image/HEBGrocery/prd-small/horizon-organic-lactose-free-whole-milk-001943538.jpg,"Horizon Organic Lactose Free Whole Milk, 1/2 gal",4.49, 1/2 gal,($0.08/oz), Lactose Free Whole Milk, Lactose Free Whole Milk
117,Polar,Dairy & Eggs/Milk,0.0,['  ORGANIC'],2102590,https://images.heb.com/is/image/HEBGrocery/prd-small/polar-premium-organic-coconut-milk-002102590.jpg,"Polar Premium Organic Coconut Milk, 13.5 oz",2.97, 13.5 oz,($0.22/oz), Premium Organic Coconut Milk, Premium Organic Coconut Milk
118,Yoo-hoo,Dairy & Eggs/Milk,0.0,"['  HEART HEALTHY', '  KOSHER']",1616041,https://images.heb.com/is/image/HEBGrocery/prd-small/yoo-hoo-chocolate-drink-001616041.jpg,"Yoo-hoo Chocolate Drink, 3 pk",1.03,,($0.35/pack), Chocolate Drink, Chocolate Drink
119,Ripple,Dairy & Eggs/Milk,0.0,"['  HEART HEALTHY', '  KOSHER', '  LOW SODIUM', '  GLUTEN FREE VERIFIED', '  VEGAN', '  VEGETARIAN']",2123744,https://images.heb.com/is/image/HEBGrocery/prd-small/ripple-dairy-free-chocolate-pea-milk-002123744.jpg,"Ripple Dairy Free Chocolate Pea Milk, 48 oz",4.09, 48 oz,($0.09/oz), Dairy Free Chocolate Pea Milk, Dairy Free Chocolate Pea Milk
120,Borden,Dairy & Eggs/Milk,0.0,"['  LOW SODIUM', '  VEGETARIAN', '  KOSHER', '  GO LOCAL']",1721039,https://images.heb.com/is/image/HEBGrocery/prd-small/borden-reduced-fat-2-milk-001721039.jpg,"Borden Reduced Fat 2% Milk, 1 qt",2.35, 1 qt,($0.08/oz), Reduced Fat 2% Milk, Reduced Fat 2% Milk
121,Shamrock Farms,Dairy & Eggs/Milk,0.0,"['  KOSHER', '  GLUTEN FREE VERIFIED']",1583075,https://images.heb.com/is/image/HEBGrocery/prd-small/shamrock-farms-rockin-refuel-muscle-builder-chocolate-protein-milk-beverage-001583075.jpg,"Shamrock Farms Rockin' Refuel Muscle Builder Chocolate Protein Milk Beverage, 12 oz",2.35, 12 oz,($0.20/oz), Rockin' Refuel Muscle Builder Chocolate Protein Milk Beverage, Rockin' Refuel Muscle Builder Chocolate Protein Milk Beverage
122,Thai Kitchen,Dairy & Eggs/Milk,0.0,"['  LESS THAN 5G NET CARBS', '  LOW SODIUM', '  VEGETARIAN', '  VEGAN', '  ORGANIC', '  GLUTEN FREE VERIFIED']",740627,https://images.heb.com/is/image/HEBGrocery/prd-small/thai-kitchen-organic-lite-coconut-milk-000740627.jpg,"Thai Kitchen Organic Lite Coconut Milk, 13.66 oz",2.11, 13.66 oz,($0.16/oz), Organic Lite Coconut Milk, Organic Lite Coconut Milk
123,Goya,Dairy & Eggs/Milk,0.0,['  VEGETARIAN'],128870,https://images.heb.com/is/image/HEBGrocery/prd-small/goya-cream-of-coconut-000128870.jpg,"Goya Cream of Coconut, 15 oz",2.35,,($0.16/oz), Cream of Coconut, Cream of Coconut
124,H-E-B,Dairy & Eggs/Milk,0.0,['  SELECT INGREDIENTS'],1935540,https://images.heb.com/is/image/HEBGrocery/prd-small/h-e-b-select-ingredients-instant-nonfat-dry-milk-001935540.jpg,"H‑E‑B Select Ingredients Instant Nonfat Dry Milk, 25.6 oz",7.19, 25.6 oz,($0.03/fl oz), Select Ingredients Instant Nonfat Dry Milk, Select Ingredients Instant Nonfat Dry Milk
125,Horizon Organic,Dairy & Eggs/Milk,0.0,"['  VEGETARIAN', '  KOSHER', '  ORGANIC']",483298,https://images.heb.com/is/image/HEBGrocery/prd-small/horizon-organic-chocolate-low-fat-milk-000483298.jpg,"Horizon Organic Chocolate Low-Fat Milk, 8 oz",1.03, 8 oz,($0.13/oz), Chocolate Low-Fat Milk, Chocolate Low-Fat Milk
126,Promised Land,Dairy & Eggs/Milk,0.0,"['  VEGETARIAN', '  KOSHER']",364062,https://images.heb.com/is/image/HEBGrocery/prd-small/promised-land-2-reduced-fat-milk-000364062.jpg,"Promised Land 2% Reduced Fat Milk, 28 oz",3.07, 28 oz,($0.11/oz), 2% Reduced Fat Milk, 2% Reduced Fat Milk
127,Horizon Organic,Dairy & Eggs/Milk,0.0,"['  KOSHER', '  VEGETARIAN', '  ORGANIC']",1130032,https://images.heb.com/is/image/HEBGrocery/prd-small/horizon-organic-chocolate-lowfat-milk-001130032.jpg,"Horizon Organic Chocolate Lowfat Milk, 12 pk",12.34, 12 pk,($0.13/oz), Chocolate Lowfat Milk, Chocolate Lowfat Milk
128,Borden,Dairy & Eggs/Milk,0.0,['  GO LOCAL'],1721116,https://images.heb.com/is/image/HEBGrocery/prd-small/borden-plus-hi-protein-2-reduced-fat-milk-001721116.jpg,"Borden Plus Hi Protein 2% Reduced Fat Milk, 1/2 gal",3.58, 1/2 gal,($0.06/oz), Plus Hi Protein 2% Reduced Fat Milk, Plus Hi Protein 2% Reduced Fat Milk
129,Ripple,Dairy & Eggs/Milk,0.0,"['  SUGAR FREE', '  HEART HEALTHY', '  LESS THAN 5G NET CARBS', '  LOW SODIUM', '  KOSHER', '  GLUTEN FREE VERIFIED', '  VEGAN', '  VEGETARIAN']",2398057,https://images.heb.com/is/image/HEBGrocery/prd-small/ripple-dairy-free-unsweetened-vanilla-pea-milk-002398057.jpg,"Ripple Dairy Free Unsweetened Vanilla Pea Milk, 48 oz",4.09, 48 oz,($0.09/oz), Dairy Free Unsweetened Vanilla Pea Milk, Dairy Free Unsweetened Vanilla Pea Milk
130,Horizon Organic,Dairy & Eggs/Milk,0.0,"['  KOSHER', '  ORGANIC']",2096166,https://images.heb.com/is/image/HEBGrocery/prd-small/horizon-organic-dha-omega-3-chocolate-lowfat-milk-002096166.jpg,"Horizon Organic DHA Omega-3 Chocolate Lowfat Milk, 12 pk",12.1, 12 pk,($0.13/oz), DHA Omega-3 Chocolate Lowfat Milk, DHA Omega-3 Chocolate Lowfat Milk
131,Horizon Organic,Dairy & Eggs/Milk,0.0,"['  KOSHER', '  VEGETARIAN', '  ORGANIC']",1712919,https://images.heb.com/is/image/HEBGrocery/prd-small/horizon-organic-dha-omega-3-chocolate-lowfat-milk-001712919.jpg,"Horizon Organic DHA Omega-3 Chocolate Lowfat Milk, 6 pk",7.05, 6 pk,($1.18/pack), DHA Omega-3 Chocolate Lowfat Milk, DHA Omega-3 Chocolate Lowfat Milk
132,Goya,Dairy & Eggs/Milk,0.0,"['  LESS THAN 5G NET CARBS', '  VEGAN', '  VEGETARIAN']",1476933,https://images.heb.com/is/image/HEBGrocery/prd-small/goya-reduced-fat-leche-de-coco-coconut-milk--001476933.jpg,"Goya Reduced Fat Leche de Coco (Coconut Milk), 13.5 oz",2.25, 13.5 oz,($0.17/oz), Reduced Fat Leche de Coco (Coconut Milk), Reduced Fat Leche de Coco (Coconut Milk)
133,Horizon Organic,Dairy & Eggs/Milk,0.0,"['  VEGETARIAN', '  LOW SODIUM', '  KOSHER', '  ORGANIC']",2029250,https://images.heb.com/is/image/HEBGrocery/prd-small/horizon-organic-lowfat-milk-002029250.jpg,"Horizon Organic Lowfat Milk, 12 pk",12.34, 12 pk,($1.03/pack), Lowfat Milk, Lowfat Milk
